Date,Chain,Category,Buyer,Total Units,Sale Price,Cost Price,Suburb,State,Postcode,Manager
01/02/2017,Bellings,Hosiery,Ella Hickman,1,5,4.39,Woodville,SA,5011,Ray Watson
01/02/2017,Bellings,Hosiery,Ella Hickman,1,5,4.39,Harrisdale,WA,6112,Miles Hammond
01/02/2017,Ready Wear,Hosiery,Ella Hickman,1,0.99,0.37,Geraldton,WA,6530,John Harper
01/02/2017,Ready Wear,Mens,Bruce Curran,1,1.49,0.84,Bussleton,WA,6280,Miles Hammond
01/02/2017,Bellings,Hosiery,Ella Hickman,3,0.49,0.27,Croydon,VIC,3136,Rachael Long
01/02/2017,Ready Wear,Mens,Bruce Curran,1,1,0.33,Armidale,NSW,2350,Claire Bridges
01/02/2017,Ready Wear,Mens,Bruce Curran,1,1,0.33,Bathurst,NSW,2795,John Gardner
01/02/2017,Bellings,Mens,Bruce Curran,1,1,0.33,Mackay,QLD,4740,Amber Ward
01/02/2017,Bellings,Womens,Amy Buchanan,4,3,2.83,Launceston,TAS,7250,Simone Prior
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,26,0.89,0.86,Bathurst,NSW,2795,John Gardner
01/02/2017,Ready Wear,Mens,Bruce Curran,1,2,1.3,Epping,VIC,3076,Brian Hubbard
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,1,1.99,1.25,Altona,VIC,3018,Brian Hubbard
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,1,1.99,1.25,Indooroopilly,QLD,4068,Terri Wright
01/02/2017,Bellings,Accessories,Maggie Mayer,1,2,1.25,Wodonga,VIC,3690,Owen Pierce
01/02/2017,Ready Wear,Home,Richard Carr,1,1.99,1.2,Alexandria,NSW,2015,Jeremy Garcia
01/02/2017,Bellings,Mens,Bruce Curran,8,2,1.9,Launceston,TAS,7250,Simone Prior
01/02/2017,Ready Wear,Home,Richard Carr,4,0.62,0.4,Armidale,NSW,2350,Claire Bridges
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,1,1.99,1,Nowra,NSW,2541,George Chester
01/02/2017,Ready Wear,Hosiery,Ella Hickman,1,1.99,1,Bathurst,NSW,2795,John Gardner
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,1,2.99,2,Altona,VIC,3018,Brian Hubbard
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,3,2.33,2,Frankston,VIC,3199,Rachael Long
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,8,1.75,1.63,Stafford,QLD,4053,Terri Wright
01/02/2017,Ready Wear,Intimate,Sara Ferrell,1,3,2,Campbelltown,NSW,2560,George Chester
01/02/2017,Bellings,Home,Richard Carr,1,7,6,Fyshwick,ACT,2609,George Chester
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,1,3,2,Collingwood,VIC,3066,Brian Hubbard
01/02/2017,Ready Wear,Shoes,Howard Wright,1,2,1,Chadstone,VIC,3148,Rachael Long
01/02/2017,Bellings,Juniors,Chester George,-1,3,4,Scoresby,VIC,3179,Rachael Long
01/02/2017,Bellings,Womens,Amy Buchanan,1,5,4,Wodonga,VIC,3690,Owen Pierce
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,6,2.67,2.5,Southport,QLD,4215,Ricky Wilkinson
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,2,1.79,1.25,Caloundra,QLD,4551,Shellie Thomas
01/02/2017,Ready Wear,Accessories,Maggie Mayer,4,0.91,0.63,Underwood,QLD,4119,Terri Wright
01/02/2017,Bellings,Kids,Elizabeth Gentry,30,3.3,3.26,Ringwood,VIC,3134,Rachael Long
01/02/2017,Bellings,Intimate,Sara Ferrell,2,3,2.43,Atherton,QLD,4883,Caroline Tucker
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,6,2.3,2.11,Nowra,NSW,2541,George Chester
01/02/2017,Bellings,Hosiery,Ella Hickman,2,5,4.39,Croydon,VIC,3136,Rachael Long
01/02/2017,Bellings,Home,Richard Carr,1,2.99,1.75,Cairns,QLD,4870,Caroline Tucker
01/02/2017,Bellings,Home,Richard Carr,1,2.99,1.75,Woodville,SA,5011,Ray Watson
01/02/2017,Bellings,Groceries,Chris Monroe,2,10,9.38,Berri,SA,5343,Alex Nash
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,1,5,3.75,Altona,VIC,3018,Brian Hubbard
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,2,1.89,1.25,Southport,QLD,4215,Ricky Wilkinson
01/02/2017,Ready Wear,Accessories,Maggie Mayer,1,1.99,0.68,Caloundra,QLD,4551,Shellie Thomas
01/02/2017,Ready Wear,Hosiery,Ella Hickman,3,0.79,0.35,Collingwood,VIC,3066,Brian Hubbard
01/02/2017,Bellings,Womens,Amy Buchanan,30,5.66,5.62,Broome,WA,6725,John Harper
01/02/2017,Ready Wear,Groceries,Chris Monroe,2,2.19,1.52,Narrabeen,NSW,2101,Lillian Pruitt
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,2,1.94,1.25,Chadstone,VIC,3148,Rachael Long
01/02/2017,Bellings,Juniors,Chester George,4,3,2.66,Toombul,QLD,4012,Terri Wright
01/02/2017,Ready Wear,Mens,Bruce Curran,2,2,1.3,Chadstone,VIC,3148,Rachael Long
01/02/2017,Bellings,Home,Richard Carr,6,2.17,1.94,Noarlunga,SA,5168,Ray Watson
01/02/2017,Bellings,Home,Richard Carr,2,3.85,3.13,Mt Gambier,SA,5290,Alex Nash
01/02/2017,Ready Wear,Home,Richard Carr,1,4,2.55,Dandenong,VIC,3175,Rachael Long
01/02/2017,Ready Wear,Home,Richard Carr,1,2.99,1.5,Narrabeen,NSW,2101,Lillian Pruitt
01/02/2017,Bellings,Womens,Amy Buchanan,1,7,5.5,Alice Springs,NT,870,Michael Carney
01/02/2017,Bellings,Womens,Amy Buchanan,1,7,5.5,Lidcombe,NSW,2141,Lillian Pruitt
01/02/2017,Bellings,Kids,Elizabeth Gentry,4,5.5,5.13,Penrith,NSW,2750,John Gardner
01/02/2017,Bellings,Home,Richard Carr,1,5,3.5,Rockhampton,QLD,4700,Amber Ward
01/02/2017,Ready Wear,Home,Richard Carr,2,1.99,1.2,Bathurst,NSW,2795,John Gardner
01/02/2017,Bellings,Accessories,Maggie Mayer,2,2,1.21,Claremont,WA,6010,Tom McKenzie
01/02/2017,Ready Wear,Mens,Bruce Curran,3,3,2.47,Bussleton,WA,6280,Miles Hammond
01/02/2017,Ready Wear,Accessories,Maggie Mayer,2,1.25,0.45,Southport,QLD,4215,Ricky Wilkinson
01/02/2017,Ready Wear,Accessories,Maggie Mayer,5,1,0.68,Southport,QLD,4215,Ricky Wilkinson
01/02/2017,Ready Wear,Intimate,Sara Ferrell,1,2.99,1.35,Frankston,VIC,3199,Rachael Long
01/02/2017,Bellings,Accessories,Maggie Mayer,1,1.99,0.35,Gympie,QLD,4570,Shellie Thomas
01/02/2017,Bellings,Accessories,Maggie Mayer,1,1.99,0.35,Launceston,TAS,7250,Simone Prior
01/02/2017,Bellings,Kids,Elizabeth Gentry,21,3.43,3.35,Rosny Park,TAS,7018,Simone Prior
01/02/2017,Bellings,Accessories,Maggie Mayer,1,7,5.3,Mornington,VIC,3931,Owen Pierce
01/02/2017,Bellings,Accessories,Maggie Mayer,1,7,5.3,Port Lincoln,SA,5607,Alex Nash
01/02/2017,Bellings,Mens,Bruce Curran,1,3,1.3,Harrisdale,WA,6112,Miles Hammond
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,13,1.77,1.64,Epping,VIC,3076,Brian Hubbard
01/02/2017,Bellings,Kids,Elizabeth Gentry,1,3.99,2.25,Gympie,QLD,4570,Shellie Thomas
01/02/2017,Bellings,Kids,Elizabeth Gentry,1,2.99,1.25,Berri,SA,5343,Alex Nash
01/02/2017,Bellings,Kids,Elizabeth Gentry,1,3.99,2.25,Glenorchy,TAS,7010,Simone Prior
01/02/2017,Bellings,Juniors,Chester George,1,3,1.25,Alice Springs,NT,870,Michael Carney
01/02/2017,Bellings,Mens,Bruce Curran,1,2.5,0.75,Ashfield,NSW,2131,Lillian Pruitt
01/02/2017,Bellings,Intimate,Sara Ferrell,1,3,1.25,Shepparton,VIC,3630,Owen Pierce
01/02/2017,Bellings,Juniors,Chester George,1,3,1.25,Launceston,TAS,7250,Simone Prior
01/02/2017,Bellings,Hosiery,Ella Hickman,4,0.79,0.35,Inglewood,WA,6052,Tom McKenzie
01/02/2017,Bellings,Hosiery,Ella Hickman,3,5,4.39,Alice Springs,NT,870,Michael Carney
01/02/2017,Ready Wear,Hosiery,Ella Hickman,3,5,4.39,Mascot,NSW,2020,Jeremy Garcia
01/02/2017,Ready Wear,Groceries,Chris Monroe,3,2.49,1.88,Underwood,QLD,4119,Terri Wright
01/02/2017,Bellings,Hosiery,Ella Hickman,3,5,4.39,Joondalup,WA,6027,Tom McKenzie
01/02/2017,Bellings,Kids,Elizabeth Gentry,19,3.05,2.95,Nunawading,VIC,3131,Rachael Long
01/02/2017,Ready Wear,Intimate,Sara Ferrell,5,2.39,2,Geraldton,WA,6530,John Harper
01/02/2017,Ready Wear,Accessories,Maggie Mayer,2,2,1.01,Armidale,NSW,2350,Claire Bridges
01/02/2017,Ready Wear,Womens,Amy Buchanan,1,3.99,2,Campbelltown,NSW,2560,George Chester
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,1,4.49,2.5,Underwood,QLD,4119,Terri Wright
01/02/2017,Bellings,Accessories,Maggie Mayer,1,3,1,Ashfield,NSW,2131,Lillian Pruitt
01/02/2017,Ready Wear,Mens,Bruce Curran,1,7,5,Castle Hill,NSW,2154,Lillian Pruitt
01/02/2017,Bellings,Kids,Elizabeth Gentry,1,5,3,Tweed Heads,NSW,2485,Claire Bridges
01/02/2017,Ready Wear,Mens,Bruce Curran,3,5.67,5,Nowra,NSW,2541,George Chester
01/02/2017,Ready Wear,Shoes,Howard Wright,2,2,1,Campbelltown,NSW,2560,George Chester
01/02/2017,Ready Wear,Mens,Bruce Curran,2,5,4,Belconnen,ACT,2617,George Chester
01/02/2017,Bellings,Kids,Elizabeth Gentry,7,1.29,1,Nunawading,VIC,3131,Rachael Long
01/02/2017,Bellings,Kids,Elizabeth Gentry,1,2.5,0.5,Ringwood,VIC,3134,Rachael Long
01/02/2017,Ready Wear,Intimate,Sara Ferrell,1,3,1,Epsom,VIC,3551,Jerry Fulton
01/02/2017,Bellings,Kids,Elizabeth Gentry,3,3.67,3,Mt Isa,QLD,4825,Caroline Tucker
01/02/2017,Bellings,Accessories,Maggie Mayer,1,3,1,Noarlunga,SA,5168,Ray Watson
01/02/2017,Bellings,Kids,Elizabeth Gentry,12,2.67,2.5,Harrisdale,WA,6112,Miles Hammond
01/02/2017,Ready Wear,Mens,Bruce Curran,9,1.78,1.56,Ballarat,VIC,3353,Jerry Fulton
01/02/2017,Bellings,Hosiery,Ella Hickman,5,0.76,0.35,Thornleigh,NSW,2120,Lillian Pruitt
01/02/2017,Bellings,Kids,Elizabeth Gentry,7,0.8,0.5,Burnie,TAS,7320,Simone Prior
01/02/2017,Bellings,Home,Richard Carr,5,3.8,3.37,Mt Isa,QLD,4825,Caroline Tucker
01/02/2017,Ready Wear,Intimate,Sara Ferrell,1,3.99,1.8,Chatswood,NSW,2067,Jeremy Garcia
01/02/2017,Ready Wear,Groceries,Chris Monroe,3,2.66,1.93,Dubbo,NSW,2830,John Gardner
01/02/2017,Bellings,Home,Richard Carr,1,4.99,2.75,Gladstone,QLD,4680,Amber Ward
01/02/2017,Bellings,Kids,Elizabeth Gentry,1,5.99,3.75,Noarlunga,SA,5168,Ray Watson
01/02/2017,Bellings,Intimate,Sara Ferrell,1,2.99,0.75,Joondalup,WA,6027,Tom McKenzie
01/02/2017,Bellings,Intimate,Sara Ferrell,1,2.99,0.75,Mindarie,WA,6030,Tom McKenzie
01/02/2017,Bellings,Home,Richard Carr,1,4.99,2.75,Burnie,TAS,7320,Simone Prior
01/02/2017,Bellings,Accessories,Maggie Mayer,1,6,3.75,Ulladulla,NSW,2539,George Chester
01/02/2017,Bellings,Accessories,Maggie Mayer,1,6,3.75,Noarlunga,SA,5168,Ray Watson
01/02/2017,Ready Wear,Accessories,Maggie Mayer,4,1,0.42,Epping,VIC,3076,Brian Hubbard
01/02/2017,Ready Wear,Accessories,Maggie Mayer,7,0.5,0.16,Collingwood,VIC,3066,Brian Hubbard
01/02/2017,Bellings,Hosiery,Ella Hickman,4,5,4.39,Ballina,NSW,2478,Claire Bridges
01/02/2017,Ready Wear,Intimate,Sara Ferrell,1,4.99,2.55,Campbelltown,NSW,2560,George Chester
01/02/2017,Bellings,Hosiery,Ella Hickman,4,5,4.39,Yeppoon,QLD,4703,Amber Ward
01/02/2017,Bellings,Home,Richard Carr,3,3.99,3.16,Scoresby,VIC,3179,Rachael Long
01/02/2017,Ready Wear,Shoes,Howard Wright,1,4.99,2.5,Chatswood,NSW,2067,Jeremy Garcia
01/02/2017,Ready Wear,Juniors,Chester George,1,3.99,1.5,Bathurst,NSW,2795,John Gardner
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,1,4.99,2.5,Epsom,VIC,3551,Jerry Fulton
01/02/2017,Bellings,Womens,Amy Buchanan,2,5.5,4.26,Cairns,QLD,4870,Caroline Tucker
01/02/2017,Bellings,Accessories,Maggie Mayer,2,2.5,1.26,Mt Gambier,SA,5290,Alex Nash
01/02/2017,Ready Wear,Womens,Amy Buchanan,6,4.58,4.17,Geraldton,WA,6530,John Harper
01/02/2017,Bellings,Kids,Elizabeth Gentry,2,3,1.75,Warrnambool,VIC,3280,Jerry Fulton
01/02/2017,Bellings,Hosiery,Ella Hickman,5,1,0.5,Rosny Park,TAS,7018,Simone Prior
01/02/2017,Ready Wear,Mens,Bruce Curran,1,4.99,2.46,Alexandria,NSW,2015,Jeremy Garcia
01/02/2017,Bellings,Mens,Bruce Curran,21,3.52,3.4,Hastings,VIC,3915,Owen Pierce
01/02/2017,Bellings,Home,Richard Carr,1,4.99,2.35,Artarmon,NSW,2064,Jeremy Garcia
01/02/2017,Bellings,Home,Richard Carr,1,4.99,2.35,Ashfield,NSW,2131,Lillian Pruitt
01/02/2017,Bellings,Hosiery,Ella Hickman,6,0.79,0.35,Mt Isa,QLD,4825,Caroline Tucker
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,22,2.09,1.97,Chadstone,VIC,3148,Rachael Long
01/02/2017,Ready Wear,Hosiery,Ella Hickman,1,5.99,3.25,Orange,NSW,2800,John Gardner
01/02/2017,Bellings,Juniors,Chester George,2,6.5,5.13,Rosny Park,TAS,7018,Simone Prior
01/02/2017,Bellings,Mens,Bruce Curran,1,7,4.25,Ipswich,QLD,4305,Ricky Wilkinson
01/02/2017,Bellings,Accessories,Maggie Mayer,2,2.69,1.25,Lidcombe,NSW,2141,Lillian Pruitt
01/02/2017,Ready Wear,Shoes,Howard Wright,1,5,2.11,Albany,WA,6330,Miles Hammond
01/02/2017,Ready Wear,Mens,Bruce Curran,2,4,2.55,Collingwood,VIC,3066,Brian Hubbard
01/02/2017,Ready Wear,Hosiery,Ella Hickman,6,0.99,0.5,Mascot,NSW,2020,Jeremy Garcia
01/02/2017,Ready Wear,Womens,Amy Buchanan,3,2.66,1.68,Collingwood,VIC,3066,Brian Hubbard
01/02/2017,Ready Wear,Accessories,Maggie Mayer,6,0.99,0.5,Geraldton,WA,6530,John Harper
01/02/2017,Ready Wear,Womens,Amy Buchanan,4,1.99,1.25,Epping,VIC,3076,Brian Hubbard
01/02/2017,Ready Wear,Shoes,Howard Wright,3,2.99,2,Narrabeen,NSW,2101,Lillian Pruitt
01/02/2017,Ready Wear,Accessories,Maggie Mayer,3,1.99,1,Altona,VIC,3018,Brian Hubbard
01/02/2017,Ready Wear,Womens,Amy Buchanan,1,9.99,7,Nowra,NSW,2541,George Chester
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,1,3.99,1,North Lakes,QLD,4509,Ricky Wilkinson
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,1,5.99,3,Maroochydore,QLD,4558,Shellie Thomas
01/02/2017,Bellings,Hosiery,Ella Hickman,6,1,0.5,Thornleigh,NSW,2120,Lillian Pruitt
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,1,7,4,Chadstone,VIC,3148,Rachael Long
01/02/2017,Ready Wear,Intimate,Sara Ferrell,2,3,1.5,Chadstone,VIC,3148,Rachael Long
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,1,7,4,Indooroopilly,QLD,4068,Terri Wright
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,1,7,4,Bussleton,WA,6280,Miles Hammond
01/02/2017,Bellings,Kids,Elizabeth Gentry,1,7,4,Broome,WA,6725,John Harper
01/02/2017,Bellings,Womens,Amy Buchanan,4,4.5,3.74,Woodville,SA,5011,Ray Watson
01/02/2017,Ready Wear,Mens,Bruce Curran,12,11.66,11.41,Castle Hill,NSW,2154,Lillian Pruitt
01/02/2017,Bellings,Hosiery,Ella Hickman,5,5,4.39,Artarmon,NSW,2064,Jeremy Garcia
01/02/2017,Ready Wear,Mens,Bruce Curran,2,4,2.47,Rydalmere,NSW,2116,Lillian Pruitt
01/02/2017,Bellings,Home,Richard Carr,2,5,3.47,Seaford,SA,5169,Ray Watson
01/02/2017,Ready Wear,Hosiery,Ella Hickman,14,0.49,0.27,Epping,VIC,3076,Brian Hubbard
01/02/2017,Ready Wear,Juniors,Chester George,44,6.88,6.81,Bussleton,WA,6280,Miles Hammond
01/02/2017,Bellings,Kids,Elizabeth Gentry,88,3.3,3.26,Mindarie,WA,6030,Tom McKenzie
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,6,1.79,1.25,Orange,NSW,2800,John Gardner
01/02/2017,Ready Wear,Mens,Bruce Curran,1,7,3.75,Randwick,NSW,2031,Jeremy Garcia
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,8,2.63,2.22,Nowra,NSW,2541,George Chester
01/02/2017,Bellings,Kids,Elizabeth Gentry,1,7,3.75,Mt Gambier,SA,5290,Alex Nash
01/02/2017,Ready Wear,Home,Richard Carr,3,2.32,1.2,Dubbo,NSW,2830,John Gardner
01/02/2017,Bellings,Womens,Amy Buchanan,2,8.5,6.76,Thornleigh,NSW,2120,Lillian Pruitt
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,1,12.99,9.5,Campbelltown,NSW,2560,George Chester
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,2,5.5,3.76,Epsom,VIC,3551,Jerry Fulton
01/02/2017,Ready Wear,Womens,Amy Buchanan,-1,5,8.5,Campbelltown,NSW,2560,George Chester
01/02/2017,Bellings,Juniors,Chester George,2,3,1.25,Ringwood,VIC,3134,Rachael Long
01/02/2017,Bellings,Womens,Amy Buchanan,4,4.88,4.01,Launceston,TAS,7250,Simone Prior
01/02/2017,Bellings,Accessories,Maggie Mayer,2,3.99,2.16,Shepparton,VIC,3630,Owen Pierce
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,1,4.99,1.25,Chatswood,NSW,2067,Jeremy Garcia
01/02/2017,Bellings,Home,Richard Carr,1,6.99,3.25,Croydon,VIC,3136,Rachael Long
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,1,4.99,1.25,Frankston,VIC,3199,Rachael Long
01/02/2017,Bellings,Home,Richard Carr,1,7.99,4.25,Hastings,VIC,3915,Owen Pierce
01/02/2017,Bellings,Home,Richard Carr,1,6.99,3.25,Yeppoon,QLD,4703,Amber Ward
01/02/2017,Bellings,Home,Richard Carr,1,6.99,3.25,Harrisdale,WA,6112,Miles Hammond
01/02/2017,Bellings,Home,Richard Carr,2,5.5,3.58,Mornington,VIC,3931,Owen Pierce
01/02/2017,Ready Wear,Shoes,Howard Wright,1,5.99,2.11,Mascot,NSW,2020,Jeremy Garcia
01/02/2017,Ready Wear,Juniors,Chester George,30,4.83,4.7,Frankston,VIC,3199,Rachael Long
01/02/2017,Bellings,Juniors,Chester George,1,5,1.06,Glenorchy,TAS,7010,Simone Prior
01/02/2017,Bellings,Juniors,Chester George,2,12.99,11,Warrnambool,VIC,3280,Jerry Fulton
01/02/2017,Ready Wear,Accessories,Maggie Mayer,3,5,3.67,Alexandria,NSW,2015,Jeremy Garcia
01/02/2017,Ready Wear,Mens,Bruce Curran,1,6.99,3,Rydalmere,NSW,2116,Lillian Pruitt
01/02/2017,Ready Wear,Home,Richard Carr,1,4.99,1,Wagga Wagga,NSW,2650,John Gardner
01/02/2017,Bellings,Groceries,Chris Monroe,1,7.99,4,Hastings,VIC,3915,Owen Pierce
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,10,1.9,1.5,Castle Hill,NSW,2154,Lillian Pruitt
01/02/2017,Ready Wear,Womens,Amy Buchanan,1,6.99,2.99,Campbelltown,NSW,2560,George Chester
01/02/2017,Ready Wear,Womens,Amy Buchanan,2,7,5,Dubbo,NSW,2830,John Gardner
01/02/2017,Bellings,Shoes,Howard Wright,1,5,1,Scoresby,VIC,3179,Rachael Long
01/02/2017,Ready Wear,Mens,Bruce Curran,8,3,2.5,Indooroopilly,QLD,4068,Terri Wright
01/02/2017,Bellings,Kids,Elizabeth Gentry,4,2.75,1.75,Gladstone,QLD,4680,Amber Ward
01/02/2017,Bellings,Mens,Bruce Curran,2,7,5,Broome,WA,6725,John Harper
01/02/2017,Bellings,Home,Richard Carr,10,2.2,1.79,Yeppoon,QLD,4703,Amber Ward
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,1,12.99,8.75,Lismore,NSW,2480,Claire Bridges
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,1,7.99,3.75,Dubbo,NSW,2830,John Gardner
01/02/2017,Bellings,Hosiery,Ella Hickman,7,5,4.39,Ipswich,QLD,4305,Ricky Wilkinson
01/02/2017,Bellings,Hosiery,Ella Hickman,7,5,4.39,Glenorchy,TAS,7010,Simone Prior
01/02/2017,Ready Wear,Intimate,Sara Ferrell,2,3.49,1.35,Southport,QLD,4215,Ricky Wilkinson
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,3,3.2,1.75,Southport,QLD,4215,Ricky Wilkinson
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,2,5.99,3.75,Caloundra,QLD,4551,Shellie Thomas
01/02/2017,Bellings,Intimate,Sara Ferrell,2,2.99,0.75,Glenorchy,TAS,7010,Simone Prior
01/02/2017,Ready Wear,Accessories,Maggie Mayer,9,0.61,0.11,Armidale,NSW,2350,Claire Bridges
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,2,3.5,1.26,Orange,NSW,2800,John Gardner
01/02/2017,Ready Wear,Hosiery,Ella Hickman,2,5.5,3.26,Stafford,QLD,4053,Terri Wright
01/02/2017,Ready Wear,Juniors,Chester George,1,9.99,5.5,Caloundra,QLD,4551,Shellie Thomas
01/02/2017,Bellings,Mens,Bruce Curran,3,5.67,4.17,Mornington,VIC,3931,Owen Pierce
01/02/2017,Ready Wear,Womens,Amy Buchanan,5,1.91,1,Chadstone,VIC,3148,Rachael Long
01/02/2017,Bellings,Womens,Amy Buchanan,2,6.5,4.17,Gladstone,QLD,4680,Amber Ward
01/02/2017,Ready Wear,Womens,Amy Buchanan,4,1.99,0.81,Randwick,NSW,2031,Jeremy Garcia
01/02/2017,Bellings,Juniors,Chester George,1,9.99,5.25,Thornleigh,NSW,2120,Lillian Pruitt
01/02/2017,Ready Wear,Womens,Amy Buchanan,4,2,0.82,Dubbo,NSW,2830,John Gardner
01/02/2017,Bellings,Juniors,Chester George,1,9.99,5.25,Sunbury,VIC,3429,Jerry Fulton
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,1,8.49,3.75,Underwood,QLD,4119,Terri Wright
01/02/2017,Bellings,Juniors,Chester George,1,9.99,5.25,Mackay,QLD,4740,Amber Ward
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,9,2.49,1.96,Belconnen,ACT,2617,George Chester
01/02/2017,Ready Wear,Groceries,Chris Monroe,32,9.53,9.38,Altona,VIC,3018,Brian Hubbard
01/02/2017,Ready Wear,Juniors,Chester George,3,3.99,2.37,Lismore,NSW,2480,Claire Bridges
01/02/2017,Bellings,Hosiery,Ella Hickman,8,5,4.39,Burleigh Waters,QLD,4220,Ricky Wilkinson
01/02/2017,Bellings,Hosiery,Ella Hickman,8,5,4.39,Claremont,WA,6010,Tom McKenzie
01/02/2017,Ready Wear,Accessories,Maggie Mayer,1,4.99,0.1,Southport,QLD,4215,Ricky Wilkinson
01/02/2017,Ready Wear,Mens,Bruce Curran,2,5,2.55,Wagga Wagga,NSW,2650,John Gardner
01/02/2017,Ready Wear,Accessories,Maggie Mayer,5,1.99,1,Albany,WA,6330,Miles Hammond
01/02/2017,Bellings,Kids,Elizabeth Gentry,6,7.16,6.33,Hastings,VIC,3915,Owen Pierce
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,2,3.99,1.5,Rydalmere,NSW,2116,Lillian Pruitt
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,2,4.99,2.5,Frankston,VIC,3199,Rachael Long
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,2,4.99,2.5,North Lakes,QLD,4509,Ricky Wilkinson
01/02/2017,Bellings,Kids,Elizabeth Gentry,2,5.99,3.5,Seaford,SA,5169,Ray Watson
01/02/2017,Ready Wear,Accessories,Maggie Mayer,1,5.99,1,Geraldton,WA,6530,John Harper
01/02/2017,Ready Wear,Accessories,Maggie Mayer,5,5.8,4.8,Orange,NSW,2800,John Gardner
01/02/2017,Bellings,Womens,Amy Buchanan,21,5.61,5.37,Marion,SA,5043,Ray Watson
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,4,3.5,2.21,Stafford,QLD,4053,Terri Wright
01/02/2017,Bellings,Kids,Elizabeth Gentry,3,3.99,2.25,Mackay,QLD,4740,Amber Ward
01/02/2017,Ready Wear,Accessories,Maggie Mayer,9,1.11,0.53,Chadstone,VIC,3148,Rachael Long
01/02/2017,Bellings,Womens,Amy Buchanan,1,9,3.75,Shepparton,VIC,3630,Owen Pierce
01/02/2017,Bellings,Juniors,Chester George,3,5,3.25,Hervey Bay,QLD,4655,Amber Ward
01/02/2017,Ready Wear,Hosiery,Ella Hickman,12,0.79,0.35,Bathurst,NSW,2795,John Gardner
01/02/2017,Ready Wear,Accessories,Maggie Mayer,6,2.99,2.11,Dubbo,NSW,2830,John Gardner
01/02/2017,Bellings,Home,Richard Carr,16,2.12,1.79,Werribee,VIC,3030,Brian Hubbard
01/02/2017,Bellings,Home,Richard Carr,2,7,4.33,Alice Springs,NT,870,Michael Carney
01/02/2017,Bellings,Home,Richard Carr,2,7,4.33,Joondalup,WA,6027,Tom McKenzie
01/02/2017,Bellings,Womens,Amy Buchanan,4,5,3.66,Seaford,SA,5169,Ray Watson
01/02/2017,Bellings,Home,Richard Carr,4,3.49,2.14,Hervey Bay,QLD,4655,Amber Ward
01/02/2017,Ready Wear,Mens,Bruce Curran,2,3.99,1.25,Lismore,NSW,2480,Claire Bridges
01/02/2017,Bellings,Hosiery,Ella Hickman,9,5,4.39,Cairns,QLD,4870,Caroline Tucker
01/02/2017,Ready Wear,Womens,Amy Buchanan,4,2.63,1.26,Chadstone,VIC,3148,Rachael Long
01/02/2017,Ready Wear,Accessories,Maggie Mayer,4,1.99,0.6,Alexandria,NSW,2015,Jeremy Garcia
01/02/2017,Ready Wear,Mens,Bruce Curran,7,1.14,0.33,Indooroopilly,QLD,4068,Terri Wright
01/02/2017,Bellings,Juniors,Chester George,1,9.99,4.25,Scoresby,VIC,3179,Rachael Long
01/02/2017,Ready Wear,Juniors,Chester George,1,10,4.25,Narrabeen,NSW,2101,Lillian Pruitt
01/02/2017,Ready Wear,Kids,Elizabeth Gentry,10,2.5,1.93,Epsom,VIC,3551,Jerry Fulton
